#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 357300      4.18e-02      3.34e-03      3.43e-02    1.1e-07
 357400      4.00e-02      2.83e-04      3.65e-02    1.1e-07
 357500      4.30e-02      1.14e-04      4.06e-02    1.1e-07
 357600      4.24e-02      2.61e-04      3.95e-02    1.1e-07
 357700      4.35e-02      2.11e-04      4.06e-02    1.1e-07
 357800      4.63e-02      2.31e-04      4.32e-02    1.1e-07
 357900      5.90e-02      2.32e-04      5.54e-02    1.1e-07
 358000      4.55e-02      3.87e-04      4.09e-02    1.0e-07
 358100      5.00e-02      1.41e-04      4.73e-02    1.0e-07
 358200      3.74e-02      1.19e-05      3.56e-02    1.0e-07
 358300      3.83e-02      1.72e-04      3.59e-02    1.0e-07
 358400      4.28e-02      2.51e-04      3.97e-02    1.0e-07
 358500      7.30e-02      8.49e-04      6.19e-02    1.0e-07
 358600      3.69e-02      2.35e-04      3.40e-02    1.0e-07
 358700      4.47e-02      3.08e-04      4.10e-02    1.0e-07
 358800      5.03e-02      5.55e-04      4.32e-02    1.0e-07
 358900      4.38e-02      2.80e-04      4.03e-02    1.0e-07
 359000      4.68e-02      1.80e-04      4.40e-02    1.0e-07
 359100      4.24e-02      2.24e-04      3.95e-02    1.0e-07
 359200      4.67e-02      2.33e-04      4.36e-02    1.0e-07
 359300      4.51e-02      1.11e-04      4.28e-02    1.0e-07
 359400      4.63e-02      4.08e-04      4.15e-02    1.0e-07
 359500      4.98e-02      1.07e-04      4.73e-02    1.0e-07
 359600      4.67e-02      9.71e-05      4.43e-02    1.0e-07
 359700      4.43e-02      2.74e-04      4.14e-02    1.0e-07
 359800      4.13e-02      1.82e-04      3.87e-02    1.0e-07
 359900      3.99e-02      9.81e-05      3.78e-02    1.0e-07
 360000      1.01e-01      9.00e-04      9.61e-02    9.8e-08
 360100      2.10e-02      4.57e-04      1.98e-02    9.8e-08
 360200      4.61e-02      1.19e-04      4.38e-02    9.8e-08
 360300      4.39e-02      3.82e-04      4.03e-02    9.8e-08
 360400      4.82e-02      1.77e-04      4.55e-02    9.8e-08
 360500      4.76e-02      1.37e-04      4.52e-02    9.8e-08
 360600      4.55e-02      2.26e-04      4.26e-02    9.8e-08
 360700      4.94e-02      2.98e-04      4.58e-02    9.8e-08
 360800      4.29e-02      1.25e-04      4.07e-02    9.8e-08
 360900      4.63e-02      6.11e-04      4.40e-02    9.8e-08
 361000      5.39e-02      4.65e-04      4.95e-02    9.8e-08
 361100      4.48e-02      6.27e-05      4.27e-02    9.8e-08
 361200      4.14e-02      2.13e-04      3.87e-02    9.8e-08
 361300      4.49e-02      2.37e-04      4.20e-02    9.8e-08
 361400      4.34e-02      7.50e-05      4.13e-02    9.8e-08
 361500      4.07e-02      2.26e-04      3.80e-02    9.8e-08
 361600      4.40e-02      1.10e-04      4.18e-02    9.8e-08
 361700      4.76e-02      3.25e-04      4.38e-02    9.8e-08
 361800      3.83e-02      1.36e-04      3.62e-02    9.8e-08
 361900      4.12e-02      1.60e-04      3.89e-02    9.8e-08
 362000      3.87e-02      1.55e-04      3.66e-02    9.3e-08
 362100      4.56e-02      2.25e-04      4.28e-02    9.3e-08
 362200      4.38e-02      7.55e-05      4.18e-02    9.3e-08
 362300      3.89e-02      1.62e-04      3.67e-02    9.3e-08
 362400      5.21e-02      5.51e-05      4.98e-02    9.3e-08
 362500      5.58e-02      3.80e-04      5.14e-02    9.3e-08
 362600      4.28e-02      2.08e-04      4.02e-02    9.3e-08
 362700      4.25e-02      9.69e-05      4.05e-02    9.3e-08
 362800      4.88e-02      4.48e-04      4.36e-02    9.3e-08
 362900      4.27e-02      2.71e-04      3.96e-02    9.3e-08
 363000      4.54e-02      3.25e-04      4.17e-02    9.3e-08
 363100      4.02e-02      1.42e-04      3.81e-02    9.3e-08
 363200      4.40e-02      3.61e-04      3.98e-02    9.3e-08
 363300      2.95e-02      2.31e-03      2.46e-02    9.3e-08
 363400      5.03e-02      5.36e-04      4.38e-02    9.3e-08
 363500      4.25e-02      2.62e-04      3.95e-02    9.3e-08
 363600      4.62e-02      2.42e-04      4.35e-02    9.3e-08
 363700      4.50e-02      2.59e-05      4.30e-02    9.3e-08
 363800      4.17e-02      1.36e-04      3.96e-02    9.3e-08
 363900      5.20e-02      2.91e-04      4.89e-02    9.3e-08
 364000      5.25e-02      3.90e-04      4.82e-02    8.8e-08
 364100      3.83e-02      3.52e-04      3.42e-02    8.8e-08
 364200      5.01e-02      1.34e-04      4.78e-02    8.8e-08
 364300      4.56e-02      2.03e-04      4.30e-02    8.8e-08
 364400      4.32e-02      1.44e-04      4.10e-02    8.8e-08
 364500      4.64e-02      3.30e-04      4.28e-02    8.8e-08
 364600      4.53e-02      8.75e-05      4.33e-02    8.8e-08
 364700      5.39e-02      2.66e-04      5.07e-02    8.8e-08
 364800      4.55e-02      1.22e-04      4.34e-02    8.8e-08
 364900      4.29e-02      2.13e-04      4.04e-02    8.8e-08
 365000      5.03e-02      3.15e-04      4.68e-02    8.8e-08
 365100      4.26e-02      2.12e-04      4.01e-02    8.8e-08
 365200      4.97e-02      2.53e-04      4.67e-02    8.8e-08
 365300      4.13e-02      2.24e-04      3.87e-02    8.8e-08
 365400      5.11e-02      3.73e-04      4.70e-02    8.8e-08
 365500      5.90e-02      4.02e-04      5.45e-02    8.8e-08
 365600      4.29e-02      3.54e-04      3.89e-02    8.8e-08
 365700      4.09e-02      3.07e-04      3.75e-02    8.8e-08
 365800      3.86e-02      1.82e-04      3.65e-02    8.8e-08
 365900      4.14e-02      2.89e-04      3.82e-02    8.8e-08
 366000      4.26e-02      1.73e-04      4.04e-02    8.4e-08
 366100      4.32e-02      2.14e-04      4.08e-02    8.4e-08
 366200      5.09e-02      1.49e-04      4.86e-02    8.4e-08
 366300      4.13e-02      1.48e-04      3.93e-02    8.4e-08
 366400      4.44e-02      3.85e-04      4.10e-02    8.4e-08
 366500      4.24e-02      4.34e-05      4.07e-02    8.4e-08
 366600      4.32e-02      3.48e-04      3.94e-02    8.4e-08
 366700      4.19e-02      3.30e-04      3.82e-02    8.4e-08
 366800      2.56e-02      1.49e-03      2.28e-02    8.4e-08
 366900      4.62e-02      1.97e-04      4.38e-02    8.4e-08
 367000      4.24e-02      1.23e-04      4.04e-02    8.4e-08
 367100      5.79e-02      4.18e-04      5.33e-02    8.4e-08
 367200      4.88e-02      4.50e-04      4.37e-02    8.4e-08
 367300      6.79e-02      4.40e-03      5.95e-02    8.4e-08
 367400      5.46e-02      1.33e-03      5.18e-02    8.4e-08
 367500      4.50e-02      3.54e-04      4.11e-02    8.4e-08
 367600      4.29e-02      1.31e-04      4.09e-02    8.4e-08
 367700      4.98e-02      1.23e-04      4.76e-02    8.4e-08
 367800      3.98e-02      1.30e-04      3.79e-02    8.4e-08
 367900      2.55e-02      1.94e-04      2.45e-02    8.4e-08
 368000      3.74e-02      1.24e-04      3.57e-02    8.0e-08
 368100      3.64e-02      2.05e-04      3.42e-02    8.0e-08
 368200      4.94e-02      2.58e-04      4.65e-02    8.0e-08
 368300      5.17e-02      1.38e-04      4.95e-02    8.0e-08
 368400      4.95e-02      3.12e-04      4.62e-02    8.0e-08
 368500      4.13e-02      2.08e-04      3.89e-02    8.0e-08
 368600      4.37e-02      1.93e-04      4.15e-02    8.0e-08
 368700      4.14e-02      3.46e-04      3.77e-02    8.0e-08
 368800      4.10e-02      1.77e-04      3.89e-02    8.0e-08
 368900      5.15e-02      8.53e-05      4.95e-02    8.0e-08
 369000      4.01e-02      2.70e-04      3.73e-02    8.0e-08
 369100      4.97e-02      2.81e-04      4.67e-02    8.0e-08
 369200      4.26e-02      2.63e-04      3.99e-02    8.0e-08
 369300      4.92e-02      9.27e-05      4.73e-02    8.0e-08
 369400      5.06e-02      4.93e-04      4.50e-02    8.0e-08
 369500      4.17e-02      1.09e-04      3.99e-02    8.0e-08
 369600      4.43e-02      1.10e-04      4.24e-02    8.0e-08
 369700      4.48e-02      1.78e-04      4.26e-02    8.0e-08
 369800      4.24e-02      8.54e-05      4.07e-02    8.0e-08
 369900      4.13e-02      2.21e-04      3.89e-02    8.0e-08
 370000      4.21e-02      4.20e-04      3.73e-02    7.6e-08
 370100      4.95e-02      3.76e-04      4.56e-02    7.6e-08
 370200      3.81e-02      2.34e-04      3.57e-02    7.6e-08
 370300      4.99e-02      6.24e-04      4.20e-02    7.6e-08
 370400      5.60e-02      5.91e-04      4.91e-02    7.6e-08
 370500      4.18e-02      9.48e-04      3.99e-02    7.6e-08
 370600      4.43e-02      3.86e-04      4.02e-02    7.6e-08
 370700      4.00e-02      1.55e-04      3.81e-02    7.6e-08
 370800      5.68e-02      1.62e-04      5.44e-02    7.6e-08
 370900      4.54e-02      2.79e-04      4.24e-02    7.6e-08
 371000      4.06e-02      1.39e-04      3.88e-02    7.6e-08
 371100      4.54e-02      3.52e-04      4.25e-02    7.6e-08
 371200      3.80e-02      1.24e-04      3.64e-02    7.6e-08
 371300      4.41e-02      2.99e-04      4.11e-02    7.6e-08
 371400      5.42e-02      5.79e-04      5.21e-02    7.6e-08
 371500      4.60e-02      2.19e-04      4.36e-02    7.6e-08
 371600      3.93e-02      1.51e-04      3.76e-02    7.6e-08
 371700      5.01e-02      2.27e-04      4.75e-02    7.6e-08
 371800      4.27e-02      3.17e-04      3.93e-02    7.6e-08
 371900      4.66e-02      4.74e-04      4.12e-02    7.6e-08
 372000      4.61e-02      9.79e-05      4.44e-02    7.2e-08
 372100      4.54e-02      1.31e-04      4.37e-02    7.2e-08
 372200      4.71e-02      2.17e-04      4.50e-02    7.2e-08
 372300      4.52e-02      1.30e-04      4.33e-02    7.2e-08
 372400      5.10e-02      2.91e-04      4.80e-02    7.2e-08
 372500      6.27e-02      6.30e-04      5.57e-02    7.2e-08
 372600      4.72e-02      3.76e-04      4.33e-02    7.2e-08
 372700      4.08e-02      2.45e-04      3.83e-02    7.2e-08
 372800      4.42e-02      3.29e-04      4.09e-02    7.2e-08
 372900      4.35e-02      1.41e-03      4.11e-02    7.2e-08
 373000      4.20e-02      4.04e-05      4.05e-02    7.2e-08
 373100      6.09e-02      3.70e-04      5.71e-02    7.2e-08
 373200      4.16e-02      2.12e-04      3.93e-02    7.2e-08
 373300      4.68e-02      2.10e-04      4.45e-02    7.2e-08
 373400      4.70e-02      1.32e-04      4.52e-02    7.2e-08
 373500      2.46e-02      1.41e-03      2.21e-02    7.2e-08
 373600      5.71e-02      5.78e-04      5.08e-02    7.2e-08
 373700      5.90e-02      8.42e-04      4.75e-02    7.2e-08
 373800      4.92e-02      2.81e-04      4.63e-02    7.2e-08
 373900      4.07e-02      4.90e-04      3.64e-02    7.2e-08
 374000      4.87e-02      2.33e-04      4.63e-02    6.8e-08
 374100      3.86e-02      2.83e-04      3.63e-02    6.8e-08
 374200      5.13e-02      5.05e-04      4.58e-02    6.8e-08
 374300      5.14e-02      4.07e-04      4.73e-02    6.8e-08
 374400      5.19e-02      1.23e-04      5.00e-02    6.8e-08
 374500      4.44e-02      2.38e-04      4.20e-02    6.8e-08
 374600      3.53e-02      1.42e-04      3.37e-02    6.8e-08
 374700      4.50e-02      3.06e-04      4.25e-02    6.8e-08
 374800      5.03e-02      1.47e-04      4.84e-02    6.8e-08
 374900      4.00e-02      1.47e-04      3.83e-02    6.8e-08
 375000      4.13e-02      1.93e-04      3.93e-02    6.8e-08
 375100      4.25e-02      2.69e-04      3.98e-02    6.8e-08
 375200      4.29e-02      2.41e-04      4.08e-02    6.8e-08
 375300      4.82e-02      4.99e-05      4.66e-02    6.8e-08
 375400      3.92e-02      1.39e-04      3.75e-02    6.8e-08
 375500      4.74e-02      1.10e-04      4.57e-02    6.8e-08
 375600      3.94e-02      1.39e-04      3.77e-02    6.8e-08
 375700      4.30e-02      2.89e-05      4.16e-02    6.8e-08
 375800      3.90e-02      2.51e-04      3.65e-02    6.8e-08
 375900      4.42e-02      1.86e-04      4.22e-02    6.8e-08
 376000      4.08e-02      2.57e-04      3.84e-02    6.5e-08
 376100      5.53e-02      4.49e-04      5.08e-02    6.5e-08
 376200      5.06e-02      4.57e-04      4.59e-02    6.5e-08
 376300      3.85e-02      2.55e-04      3.60e-02    6.5e-08
 376400      3.94e-02      2.19e-04      3.72e-02    6.5e-08
 376500      4.59e-02      5.39e-04      4.13e-02    6.5e-08
 376600      4.29e-02      3.38e-04      4.03e-02    6.5e-08
 376700      4.30e-02      3.35e-04      3.97e-02    6.5e-08
 376800      4.72e-02      1.19e-04      4.55e-02    6.5e-08
 376900      3.86e-02      1.68e-04      3.68e-02    6.5e-08
 377000      4.57e-02      2.82e-04      4.29e-02    6.5e-08
 377100      4.54e-02      9.44e-05      4.39e-02    6.5e-08
 377200      4.53e-02      1.18e-04      4.38e-02    6.5e-08
 377300      4.78e-02      1.68e-05      4.63e-02    6.5e-08
 377400      4.50e-02      8.09e-05      4.35e-02    6.5e-08
 377500      3.98e-02      9.58e-05      3.84e-02    6.5e-08
 377600      4.00e-02      6.93e-05      3.87e-02    6.5e-08
 377700      4.35e-02      1.88e-04      4.16e-02    6.5e-08
 377800      4.27e-02      3.50e-04      4.00e-02    6.5e-08
 377900      4.58e-02      3.66e-05      4.44e-02    6.5e-08
 378000      4.69e-02      2.19e-04      4.50e-02    6.2e-08
 378100      4.62e-02      7.59e-05      4.48e-02    6.2e-08
 378200      4.11e-02      7.46e-05      3.98e-02    6.2e-08
 378300      6.54e-02      5.98e-04      5.93e-02    6.2e-08
 378400      6.26e-02      2.32e-03      5.90e-02    6.2e-08
 378500      5.02e-02      3.59e-04      4.68e-02    6.2e-08
 378600      5.39e-02      3.48e-04      5.06e-02    6.2e-08
 378700      4.10e-02      3.75e-04      3.71e-02    6.2e-08
 378800      5.24e-02      2.41e-04      5.00e-02    6.2e-08
 378900      4.90e-02      2.59e-04      4.66e-02    6.2e-08
 379000      4.19e-02      3.04e-04      3.90e-02    6.2e-08
 379100      4.23e-02      2.19e-04      4.02e-02    6.2e-08
 379200      4.10e-02      2.48e-04      3.87e-02    6.2e-08
 379300      4.40e-02      3.82e-04      4.11e-02    6.2e-08
 379400      3.73e-02      2.73e-04      3.47e-02    6.2e-08
 379500      4.11e-02      2.28e-04      3.89e-02    6.2e-08
 379600      4.59e-02      4.03e-05      4.45e-02    6.2e-08
 379700      4.27e-02      2.90e-04      4.00e-02    6.2e-08
 379800      3.69e-02      2.97e-05      3.58e-02    6.2e-08
 379900      4.35e-02      2.52e-04      4.15e-02    6.2e-08
 380000      4.43e-02      3.39e-04      4.11e-02    5.9e-08
 380100      4.24e-02      2.49e-04      4.01e-02    5.9e-08
 380200      4.40e-02      1.72e-04      4.22e-02    5.9e-08
 380300      5.04e-02      3.75e-04      4.69e-02    5.9e-08
 380400      5.05e-02      1.53e-04      4.89e-02    5.9e-08
 380500      4.98e-02      3.28e-04      4.68e-02    5.9e-08
 380600      5.77e-02      5.10e-04      5.27e-02    5.9e-08
 380700      4.58e-02      1.79e-04      4.40e-02    5.9e-08
 380800      4.06e-02      1.08e-04      3.92e-02    5.9e-08
 380900      4.21e-02      1.95e-04      4.03e-02    5.9e-08
 381000      6.44e-02      9.30e-04      5.16e-02    5.9e-08
 381100      4.53e-02      1.61e-04      4.36e-02    5.9e-08
 381200      4.31e-02      3.41e-04      3.99e-02    5.9e-08
 381300      4.58e-02      2.42e-04      4.35e-02    5.9e-08
 381400      3.63e-02      1.58e-03      3.39e-02    5.9e-08
 381500      3.93e-02      1.44e-04      3.78e-02    5.9e-08
 381600      4.80e-02      5.00e-04      4.26e-02    5.9e-08
 381700      5.58e-02      3.17e-04      5.28e-02    5.9e-08
 381800      4.28e-02      7.49e-05      4.15e-02    5.9e-08
 381900      4.54e-02      2.62e-04      4.30e-02    5.9e-08
 382000      4.65e-02      1.60e-04      4.49e-02    5.6e-08
 382100      4.88e-02      3.75e-04      4.52e-02    5.6e-08
 382200      3.97e-02      3.74e-04      3.59e-02    5.6e-08
 382300      4.41e-02      2.17e-04      4.22e-02    5.6e-08
 382400      4.40e-02      7.41e-05      4.28e-02    5.6e-08
 382500      3.92e-02      1.78e-04      3.76e-02    5.6e-08
 382600      4.13e-02      2.87e-04      3.87e-02    5.6e-08
 382700      4.99e-02      1.69e-04      4.82e-02    5.6e-08
 382800      5.19e-02      5.00e-04      4.81e-02    5.6e-08
 382900      4.39e-02      2.60e-04      4.20e-02    5.6e-08
 383000      4.98e-02      2.70e-04      4.74e-02    5.6e-08
 383100      4.29e-02      3.51e-04      3.96e-02    5.6e-08
 383200      4.85e-02      2.33e-04      4.63e-02    5.6e-08
 383300      4.32e-02      1.72e-04      4.15e-02    5.6e-08
 383400      4.37e-02      1.05e-04      4.24e-02    5.6e-08
 383500      4.27e-02      7.15e-05      4.15e-02    5.6e-08
 383600      5.24e-02      4.93e-04      4.74e-02    5.6e-08
 383700      4.55e-02      3.96e-04      4.17e-02    5.6e-08
 383800      4.27e-02      9.06e-05      4.14e-02    5.6e-08
 383900      4.67e-02      2.38e-04      4.46e-02    5.6e-08
 384000      4.71e-02      2.03e-04      4.52e-02    5.3e-08
 384100      4.30e-02      3.89e-04      3.92e-02    5.3e-08
 384200      4.26e-02      2.31e-04      4.06e-02    5.3e-08
 384300      2.66e-02      1.34e-03      2.46e-02    5.3e-08
 384400      4.76e-02      9.55e-05      4.63e-02    5.3e-08
 384500      4.83e-02      9.89e-05      4.69e-02    5.3e-08
 384600      4.23e-02      2.95e-04      4.02e-02    5.3e-08
 384700      4.59e-02      3.38e-04      4.35e-02    5.3e-08
 384800      4.03e-02      5.60e-05      3.92e-02    5.3e-08
 384900      2.22e-02      1.73e-03      1.88e-02    5.3e-08
 385000      5.38e-02      2.68e-04      5.14e-02    5.3e-08
 385100      4.81e-02      2.49e-04      4.59e-02    5.3e-08
 385200      4.47e-02      2.36e-04      4.27e-02    5.3e-08
 385300      3.95e-02      1.26e-04      3.82e-02    5.3e-08
 385400      3.97e-02      2.81e-04      3.72e-02    5.3e-08
 385500      4.99e-02      3.30e-04      4.69e-02    5.3e-08
 385600      4.83e-02      5.81e-04      4.15e-02    5.3e-08
 385700      4.58e-02      3.84e-04      4.22e-02    5.3e-08
 385800      6.09e-02      3.12e-04      5.81e-02    5.3e-08
 385900      4.24e-02      1.61e-04      4.08e-02    5.3e-08
 386000      4.24e-02      4.16e-04      3.82e-02    5.0e-08
 386100      4.61e-02      2.68e-04      4.38e-02    5.0e-08
 386200      4.00e-02      2.71e-04      3.76e-02    5.0e-08
 386300      4.96e-02      4.06e-04      4.58e-02    5.0e-08
 386400      4.05e-02      1.87e-04      3.89e-02    5.0e-08
 386500      4.08e-02      1.46e-04      3.94e-02    5.0e-08
 386600      4.24e-02      1.45e-04      4.10e-02    5.0e-08
 386700      4.84e-02      2.39e-04      4.63e-02    5.0e-08
 386800      4.06e-02      1.43e-04      3.92e-02    5.0e-08
 386900      4.49e-02      2.96e-04      4.23e-02    5.0e-08
 387000      5.05e-02      2.70e-04      4.82e-02    5.0e-08
 387100      4.40e-02      1.16e-04      4.28e-02    5.0e-08
 387200      3.87e-02      1.51e-04      3.74e-02    5.0e-08
 387300      3.84e-02      1.52e-04      3.71e-02    5.0e-08
 387400      4.97e-02      3.35e-04      4.68e-02    5.0e-08
