#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 186000      1.53e-01      2.08e-04      4.95e-02    8.5e-06
 186100      1.17e-01      2.31e-04      3.79e-02    8.5e-06
 186200      1.40e-01      9.65e-04      4.40e-02    8.5e-06
 186300      1.39e-01      6.12e-04      4.45e-02    8.5e-06
 186400      1.41e-01      4.90e-04      4.53e-02    8.5e-06
 186500      1.12e-01      4.61e-04      3.60e-02    8.5e-06
 186600      1.28e-01      2.36e-03      4.12e-02    8.5e-06
 186700      1.24e-01      2.92e-04      4.01e-02    8.5e-06
 186800      1.24e-01      2.26e-04      4.02e-02    8.5e-06
 186900      1.52e-01      4.43e-04      4.91e-02    8.5e-06
 187000      1.89e-01      1.54e-03      5.81e-02    8.5e-06
 187100      1.14e-01      2.49e-04      3.68e-02    8.5e-06
 187200      5.63e-02      2.33e-03      1.76e-02    8.5e-06
 187300      1.21e-01      5.37e-04      3.87e-02    8.5e-06
 187400      1.23e-01      2.25e-04      3.98e-02    8.5e-06
 187500      1.48e-01      4.33e-04      4.77e-02    8.5e-06
 187600      1.40e-01      2.24e-04      4.55e-02    8.5e-06
 187700      1.38e-01      1.66e-04      4.49e-02    8.5e-06
 187800      1.21e-01      3.80e-04      3.91e-02    8.5e-06
 187900      1.06e-01      2.77e-04      3.43e-02    8.5e-06
 188000      1.45e-01      1.22e-03      4.55e-02    8.1e-06
 188100      1.49e-01      2.12e-04      4.93e-02    8.1e-06
 188200      1.46e-01      6.02e-04      4.79e-02    8.1e-06
 188300      1.25e-01      4.47e-04      4.12e-02    8.1e-06
 188400      1.20e-01      8.27e-05      3.97e-02    8.1e-06
 188500      1.20e-01      7.76e-04      3.85e-02    8.1e-06
 188600      1.40e-01      9.80e-05      4.64e-02    8.1e-06
 188700      1.05e-01      5.54e-04      3.40e-02    8.1e-06
 188800      1.20e-01      9.59e-05      3.98e-02    8.1e-06
 188900      1.41e-01      1.29e-03      4.37e-02    8.1e-06
 189000      1.23e-01      9.69e-04      3.96e-02    8.1e-06
 189100      1.19e-01      5.28e-04      3.91e-02    8.1e-06
 189200      1.22e-01      3.18e-04      4.05e-02    8.1e-06
 189300      1.63e-01      2.85e-04      5.42e-02    8.1e-06
 189400      1.48e-01      1.99e-04      4.92e-02    8.1e-06
 189500      1.31e-01      5.30e-04      4.31e-02    8.1e-06
 189600      1.39e-01      7.34e-04      4.55e-02    8.1e-06
 189700      1.17e-01      3.71e-04      3.87e-02    8.1e-06
 189800      1.25e-01      3.41e-04      4.12e-02    8.1e-06
 189900      1.41e-01      4.36e-04      4.66e-02    8.1e-06
 190000      1.22e-01      4.59e-04      4.09e-02    7.7e-06
 190100      1.24e-01      9.52e-04      4.03e-02    7.7e-06
 190200      1.15e-01      6.10e-04      3.82e-02    7.7e-06
 190300      1.15e-01      3.53e-04      3.89e-02    7.7e-06
 190400      1.60e-01      6.81e-04      5.37e-02    7.7e-06
 190500      1.34e-01      4.38e-04      4.53e-02    7.7e-06
 190600      1.33e-01      4.29e-04      4.48e-02    7.7e-06
 190700      1.41e-01      7.72e-04      4.67e-02    7.7e-06
 190800      4.39e-02      9.54e-05      1.49e-02    7.7e-06
 190900      1.22e-01      5.27e-05      4.13e-02    7.7e-06
 191000      1.23e-01      2.65e-04      4.18e-02    7.7e-06
 191100      1.16e-01      2.71e-04      3.94e-02    7.7e-06
 191200      1.14e-01      5.62e-04      3.82e-02    7.7e-06
 191300      1.50e-01      3.53e-04      5.08e-02    7.7e-06
 191400      9.11e-02      3.78e-03      2.99e-02    7.7e-06
 191500      1.29e-01      1.49e-04      4.38e-02    7.7e-06
 191600      1.19e-01      1.15e-03      3.85e-02    7.7e-06
 191700      1.03e-01      2.62e-04      3.47e-02    7.7e-06
 191800      1.44e-01      6.92e-04      4.80e-02    7.7e-06
 191900      1.02e-01      4.38e-04      3.42e-02    7.7e-06
 192000      1.21e-01      5.87e-04      4.12e-02    7.3e-06
 192100      1.46e-01      4.27e-04      5.04e-02    7.3e-06
 192200      1.17e-01      2.01e-04      4.07e-02    7.3e-06
 192300      1.46e-01      7.38e-04      4.97e-02    7.3e-06
 192400      1.21e-01      2.59e-04      4.19e-02    7.3e-06
 192500      1.06e-01      1.89e-04      3.66e-02    7.3e-06
 192600      1.35e-01      1.24e-03      4.37e-02    7.3e-06
 192700      1.21e-01      9.38e-05      4.20e-02    7.3e-06
 192800      1.17e-01      5.57e-04      3.99e-02    7.3e-06
 192900      1.11e-01      2.13e-04      3.86e-02    7.3e-06
 193000      1.40e-01      2.75e-04      4.86e-02    7.3e-06
 193100      1.17e-01      2.39e-04      4.05e-02    7.3e-06
 193200      1.29e-01      2.05e-04      4.48e-02    7.3e-06
 193300      1.25e-01      4.28e-04      4.29e-02    7.3e-06
 193400      1.20e-01      1.67e-04      4.16e-02    7.3e-06
 193500      1.20e-01      4.82e-04      4.11e-02    7.3e-06
 193600      1.07e-01      4.36e-04      3.68e-02    7.3e-06
 193700      1.08e-01      1.94e-04      3.75e-02    7.3e-06
 193800      1.18e-01      9.68e-04      3.96e-02    7.3e-06
 193900      1.17e-01      2.27e-04      4.05e-02    7.3e-06
 194000      1.60e-01      2.94e-04      5.66e-02    6.9e-06
 194100      9.92e-02      1.80e-04      3.52e-02    6.9e-06
 194200      1.75e-01      2.89e-03      6.20e-02    6.9e-06
 194300      1.10e-01      1.47e-04      3.90e-02    6.9e-06
 194400      1.21e-01      2.12e-04      4.30e-02    6.9e-06
 194500      1.29e-01      4.80e-04      4.56e-02    6.9e-06
 194600      6.38e-02      1.10e-03      2.26e-02    6.9e-06
 194700      1.17e-01      6.65e-04      4.06e-02    6.9e-06
 194800      1.07e-01      3.46e-04      3.79e-02    6.9e-06
 194900      1.33e-01      4.27e-04      4.71e-02    6.9e-06
 195000      1.24e-01      4.16e-04      4.37e-02    6.9e-06
 195100      1.34e-01      1.04e-03      4.54e-02    6.9e-06
 195200      9.99e-02      4.15e-04      3.51e-02    6.9e-06
 195300      1.21e-01      2.48e-04      4.29e-02    6.9e-06
 195400      1.17e-01      5.89e-05      4.14e-02    6.9e-06
 195500      6.78e-02      2.35e-03      2.35e-02    6.9e-06
 195600      7.38e-02      1.62e-03      2.60e-02    6.9e-06
 195700      1.16e-01      7.32e-05      4.12e-02    6.9e-06
 195800      1.35e-01      2.18e-04      4.80e-02    6.9e-06
 195900      1.29e-01      1.36e-04      4.59e-02    6.9e-06
 196000      1.17e-01      3.26e-04      4.24e-02    6.6e-06
 196100      1.05e-01      2.23e-04      3.81e-02    6.6e-06
 196200      1.04e-01      2.52e-04      3.77e-02    6.6e-06
 196300      1.13e-01      1.95e-04      4.11e-02    6.6e-06
 196400      1.10e-01      1.93e-04      3.99e-02    6.6e-06
 196500      1.25e-01      1.60e-04      4.52e-02    6.6e-06
 196600      1.16e-01      6.57e-04      4.13e-02    6.6e-06
 196700      1.05e-01      3.31e-04      3.77e-02    6.6e-06
 196800      1.17e-01      2.97e-04      4.25e-02    6.6e-06
 196900      1.13e-01      1.97e-04      4.10e-02    6.6e-06
 197000      1.29e-01      4.37e-04      4.66e-02    6.6e-06
 197100      1.03e-01      4.58e-05      3.76e-02    6.6e-06
 197200      1.05e-01      5.87e-04      3.72e-02    6.6e-06
 197300      1.28e-01      2.95e-04      4.64e-02    6.6e-06
 197400      1.21e-01      6.76e-04      4.31e-02    6.6e-06
 197500      1.09e-01      2.22e-04      3.96e-02    6.6e-06
 197600      1.01e-01      1.94e-04      3.68e-02    6.6e-06
 197700      1.15e-01      7.05e-04      4.05e-02    6.6e-06
 197800      1.21e-01      1.16e-03      4.07e-02    6.6e-06
 197900      1.31e-01      9.67e-04      4.57e-02    6.6e-06
 198000      1.59e-01      3.20e-04      5.89e-02    6.2e-06
 198100      1.07e-01      2.77e-04      3.96e-02    6.2e-06
 198200      1.26e-01      6.14e-04      4.62e-02    6.2e-06
 198300      1.02e-01      1.94e-04      3.78e-02    6.2e-06
 198400      1.26e-01      4.74e-04      4.62e-02    6.2e-06
 198500      1.19e-01      1.35e-04      4.41e-02    6.2e-06
 198600      1.49e-01      6.64e-04      5.46e-02    6.2e-06
 198700      1.50e-01      3.86e-04      5.56e-02    6.2e-06
 198800      1.17e-01      2.74e-04      4.34e-02    6.2e-06
 198900      1.28e-01      1.86e-04      4.75e-02    6.2e-06
 199000      1.27e-01      1.97e-04      4.70e-02    6.2e-06
 199100      1.18e-01      1.67e-04      4.37e-02    6.2e-06
 199200      1.22e-01      3.96e-04      4.51e-02    6.2e-06
 199300      1.02e-01      1.14e-04      3.78e-02    6.2e-06
 199400      1.33e-01      7.47e-04      4.83e-02    6.2e-06
 199500      1.21e-01      3.95e-04      4.49e-02    6.2e-06
 199600      1.48e-01      4.19e-04      5.48e-02    6.2e-06
 199700      9.62e-02      3.24e-04      3.56e-02    6.2e-06
 199800      9.68e-02      4.72e-04      3.54e-02    6.2e-06
 199900      1.40e-01      1.89e-04      5.18e-02    6.2e-06
 200000      1.07e-01      1.79e-04      4.05e-02    5.9e-06
 200100      1.11e-01      6.08e-04      4.12e-02    5.9e-06
 200200      1.10e-01      1.01e-04      4.16e-02    5.9e-06
 200300      1.08e-01      2.90e-04      4.08e-02    5.9e-06
 200400      1.22e-01      4.12e-04      4.59e-02    5.9e-06
 200500      1.13e-01      2.92e-04      4.28e-02    5.9e-06
 200600      1.03e-01      2.23e-04      3.89e-02    5.9e-06
 200700      1.41e-01      6.33e-04      5.29e-02    5.9e-06
 200800      1.09e-01      1.77e-04      4.13e-02    5.9e-06
 200900      1.04e-01      5.51e-04      3.86e-02    5.9e-06
 201000      9.95e-02      4.34e-04      3.73e-02    5.9e-06
 201100      1.21e-01      9.55e-04      4.45e-02    5.9e-06
 201200      1.04e-01      1.07e-04      3.96e-02    5.9e-06
 201300      1.11e-01      4.52e-04      4.18e-02    5.9e-06
 201400      1.09e-01      2.29e-04      4.11e-02    5.9e-06
 201500      1.42e-01      4.43e-04      5.35e-02    5.9e-06
 201600      9.93e-02      1.75e-04      3.77e-02    5.9e-06
 201700      1.09e-01      3.54e-04      4.11e-02    5.9e-06
 201800      9.95e-02      1.72e-04      3.78e-02    5.9e-06
 201900      1.07e-01      5.16e-04      4.03e-02    5.9e-06
 202000      1.25e-01      4.37e-04      4.81e-02    5.6e-06
 202100      1.14e-01      3.83e-04      4.40e-02    5.6e-06
 202200      1.11e-01      2.08e-04      4.31e-02    5.6e-06
 202300      1.23e-01      1.89e-04      4.77e-02    5.6e-06
 202400      1.18e-01      3.36e-04      4.54e-02    5.6e-06
 202500      1.04e-01      9.04e-04      3.79e-02    5.6e-06
 202600      1.14e-01      3.35e-04      4.40e-02    5.6e-06
 202700      1.01e-01      1.74e-05      3.91e-02    5.6e-06
 202800      1.24e-01      3.76e-04      4.78e-02    5.6e-06
 202900      1.21e-01      7.52e-04      4.58e-02    5.6e-06
 203000      9.96e-02      5.58e-04      3.78e-02    5.6e-06
 203100      1.06e-01      4.95e-04      4.05e-02    5.6e-06
 203200      9.32e-02      4.01e-04      3.57e-02    5.6e-06
 203300      9.27e-02      2.47e-04      3.58e-02    5.6e-06
 203400      5.35e-02      2.21e-03      2.01e-02    5.6e-06
 203500      1.20e-01      6.18e-04      4.57e-02    5.6e-06
 203600      1.10e-01      2.90e-04      4.25e-02    5.6e-06
 203700      1.04e-01      2.79e-04      4.03e-02    5.6e-06
 203800      1.27e-01      2.95e-04      4.93e-02    5.6e-06
 203900      1.09e-01      2.54e-04      4.22e-02    5.6e-06
 204000      1.35e-01      2.80e-04      5.35e-02    5.3e-06
 204100      1.08e-01      4.06e-04      4.26e-02    5.3e-06
 204200      9.29e-02      3.29e-05      3.69e-02    5.3e-06
 204300      9.51e-02      1.21e-04      3.77e-02    5.3e-06
 204400      1.05e-01      1.21e-03      3.76e-02    5.3e-06
 204500      1.04e-01      3.97e-04      4.08e-02    5.3e-06
 204600      1.09e-01      5.33e-04      4.26e-02    5.3e-06
 204700      1.03e-01      6.02e-04      3.97e-02    5.3e-06
 204800      9.98e-02      8.29e-05      3.96e-02    5.3e-06
 204900      1.19e-01      1.45e-04      4.71e-02    5.3e-06
 205000      1.20e-01      3.79e-04      4.73e-02    5.3e-06
 205100      9.93e-02      3.20e-04      3.91e-02    5.3e-06
 205200      1.18e-01      5.06e-04      4.62e-02    5.3e-06
 205300      1.11e-01      1.51e-04      4.40e-02    5.3e-06
 205400      9.96e-02      2.82e-04      3.93e-02    5.3e-06
 205500      9.54e-02      1.05e-04      3.78e-02    5.3e-06
 205600      1.15e-01      1.78e-04      4.55e-02    5.3e-06
 205700      9.92e-02      1.27e-04      3.93e-02    5.3e-06
 205800      1.03e-01      4.47e-04      4.02e-02    5.3e-06
 205900      1.24e-01      4.19e-04      4.87e-02    5.3e-06
 206000      9.94e-02      4.48e-04      3.97e-02    5.1e-06
 206100      1.11e-01      5.91e-04      4.42e-02    5.1e-06
 206200      1.04e-01      4.58e-04      4.15e-02    5.1e-06
 206300      1.10e-01      6.29e-04      4.35e-02    5.1e-06
 206400      1.08e-01      1.75e-04      4.39e-02    5.1e-06
 206500      1.10e-01      3.07e-04      4.43e-02    5.1e-06
 206600      9.86e-02      5.91e-04      3.89e-02    5.1e-06
 206700      1.01e-01      2.45e-04      4.08e-02    5.1e-06
 206800      9.75e-02      3.91e-04      3.91e-02    5.1e-06
 206900      9.13e-02      2.88e-04      3.67e-02    5.1e-06
 207000      1.25e-01      6.12e-04      4.97e-02    5.1e-06
 207100      1.09e-01      6.22e-04      4.35e-02    5.1e-06
 207200      9.78e-02      6.41e-04      3.84e-02    5.1e-06
 207300      1.16e-01      9.10e-04      4.48e-02    5.1e-06
 207400      1.17e-01      2.45e-04      4.73e-02    5.1e-06
 207500      1.02e-01      2.98e-04      4.10e-02    5.1e-06
 207600      1.10e-01      4.94e-05      4.48e-02    5.1e-06
 207700      1.15e-01      8.91e-04      4.46e-02    5.1e-06
 207800      1.47e-01      6.29e-04      5.86e-02    5.1e-06
 207900      9.63e-02      6.92e-05      3.91e-02    5.1e-06
 208000      9.54e-02      1.99e-04      3.94e-02    4.8e-06
 208100      1.27e-01      4.52e-04      5.20e-02    4.8e-06
 208200      1.16e-01      2.46e-04      4.78e-02    4.8e-06
 208300      1.15e-01      3.54e-04      4.72e-02    4.8e-06
 208400      1.07e-01      5.67e-04      4.39e-02    4.8e-06
 208500      1.05e-01      5.09e-04      4.27e-02    4.8e-06
 208600      1.04e-01      3.08e-04      4.30e-02    4.8e-06
 208700      1.09e-01      4.38e-04      4.45e-02    4.8e-06
 208800      1.22e-01      1.22e-03      4.67e-02    4.8e-06
 208900      9.90e-02      4.30e-04      4.05e-02    4.8e-06
 209000      9.58e-02      1.96e-04      3.96e-02    4.8e-06
 209100      1.12e-01      3.31e-04      4.62e-02    4.8e-06
 209200      1.01e-01      2.24e-04      4.18e-02    4.8e-06
 209300      9.76e-02      8.02e-05      4.04e-02    4.8e-06
 209400      9.54e-02      3.37e-04      3.92e-02    4.8e-06
 209500      9.68e-02      2.02e-04      4.00e-02    4.8e-06
 209600      9.05e-02      2.50e-05      3.75e-02    4.8e-06
 209700      9.64e-02      3.06e-04      3.97e-02    4.8e-06
 209800      9.60e-02      1.20e-04      3.97e-02    4.8e-06
 209900      9.71e-02      5.36e-04      3.96e-02    4.8e-06
 210000      1.02e-01      6.47e-04      4.17e-02    4.6e-06
 210100      1.40e-01      8.18e-04      5.77e-02    4.6e-06
 210200      1.20e-01      8.86e-04      4.85e-02    4.6e-06
 210300      1.04e-01      1.81e-04      4.41e-02    4.6e-06
 210400      1.15e-01      3.16e-04      4.83e-02    4.6e-06
 210500      1.02e-01      2.73e-04      4.29e-02    4.6e-06
 210600      1.35e-01      6.10e-05      5.73e-02    4.6e-06
 210700      9.57e-02      4.68e-04      3.98e-02    4.6e-06
 210800      1.02e-01      3.35e-04      4.29e-02    4.6e-06
 210900      1.16e-01      3.27e-04      4.86e-02    4.6e-06
 211000      4.92e-02      4.33e-04      2.08e-02    4.6e-06
 211100      1.05e-01      1.32e-04      4.45e-02    4.6e-06
 211200      9.37e-02      1.45e-04      3.96e-02    4.6e-06
 211300      1.13e-01      1.53e-04      4.79e-02    4.6e-06
 211400      8.76e-02      3.62e-04      3.66e-02    4.6e-06
 211500      1.02e-01      6.95e-04      4.20e-02    4.6e-06
 211600      9.48e-02      1.67e-04      4.01e-02    4.6e-06
 211700      1.07e-01      2.31e-04      4.50e-02    4.6e-06
 211800      9.68e-02      2.90e-04      4.07e-02    4.6e-06
 211900      1.12e-01      6.56e-04      4.62e-02    4.6e-06
 212000      1.01e-01      4.86e-04      4.27e-02    4.4e-06
 212100      1.05e-01      8.80e-04      4.27e-02    4.4e-06
 212200      1.04e-01      7.90e-05      4.50e-02    4.4e-06
 212300      8.99e-02      4.21e-04      3.82e-02    4.4e-06
 212400      1.24e-01      3.71e-04      5.31e-02    4.4e-06
 212500      1.07e-01      5.14e-04      4.52e-02    4.4e-06
 212600      9.83e-02      4.02e-04      4.19e-02    4.4e-06
 212700      9.71e-02      3.08e-04      4.16e-02    4.4e-06
 212800      9.88e-02      3.97e-04      4.22e-02    4.4e-06
 212900      8.71e-02      2.99e-04      3.73e-02    4.4e-06
 213000      8.62e-02      1.68e-04      3.72e-02    4.4e-06
 213100      1.13e-01      7.79e-04      4.72e-02    4.4e-06
 213200      1.13e-01      7.06e-04      4.79e-02    4.4e-06
 213300      9.64e-02      3.66e-04      4.12e-02    4.4e-06
 213400      1.15e-01      2.24e-03      4.92e-02    4.4e-06
 213500      9.96e-02      3.33e-04      4.27e-02    4.4e-06
 213600      9.32e-02      3.28e-04      3.99e-02    4.4e-06
 213700      9.93e-02      5.20e-04      4.20e-02    4.4e-06
 213800      8.56e-02      2.39e-04      3.68e-02    4.4e-06
 213900      8.82e-02      5.46e-04      3.74e-02    4.4e-06
 214000      9.17e-02      3.34e-04      4.01e-02    4.1e-06
 214100      1.19e-01      2.26e-05      5.24e-02    4.1e-06
 214200      9.78e-02      9.96e-05      4.31e-02    4.1e-06
 214300      1.05e-01      5.47e-04      4.56e-02    4.1e-06
 214400      1.03e-01      3.01e-04      4.50e-02    4.1e-06
 214500      1.19e-01      1.40e-05      5.23e-02    4.1e-06
 214600      9.19e-02      3.21e-04      4.02e-02    4.1e-06
 214700      4.85e-02      9.08e-04      2.12e-02    4.1e-06
 214800      9.86e-02      4.13e-04      4.29e-02    4.1e-06
 214900      1.08e-01      4.16e-04      4.71e-02    4.1e-06
 215000      9.34e-02      8.54e-04      3.85e-02    4.1e-06
 215100      1.01e-01      2.28e-04      4.42e-02    4.1e-06
 215200      8.58e-02      3.36e-04      3.74e-02    4.1e-06
 215300      8.91e-02      3.34e-04      3.90e-02    4.1e-06
 215400      1.11e-01      8.94e-04      4.65e-02    4.1e-06
 215500      1.09e-01      1.46e-04      4.81e-02    4.1e-06
 215600      9.88e-02      1.17e-04      4.36e-02    4.1e-06
 215700      1.06e-01      3.55e-04      4.64e-02    4.1e-06
 215800      8.62e-02      8.62e-05      3.80e-02    4.1e-06
 215900      9.44e-02      1.37e-04      4.16e-02    4.1e-06
 216000      9.30e-02      6.91e-05      4.19e-02    3.9e-06
 216100      8.02e-02      1.40e-04      3.61e-02    3.9e-06
 216200      1.13e-01      4.84e-04      5.02e-02    3.9e-06
 216300      1.08e-01      4.44e-04      4.82e-02    3.9e-06
 216400      8.15e-02      2.40e-04      3.65e-02    3.9e-06
 216500      1.08e-01      9.30e-04      4.60e-02    3.9e-06
 216600      1.02e-01      5.13e-04      4.48e-02    3.9e-06
 216700      6.38e-02      1.89e-03      2.82e-02    3.9e-06
 216800      9.79e-02      1.81e-04      4.40e-02    3.9e-06
 216900      1.08e-01      6.83e-04      4.71e-02    3.9e-06
 217000      1.00e-01      5.74e-04      4.40e-02    3.9e-06
 217100      1.24e-01      1.17e-04      5.57e-02    3.9e-06
 217200      1.09e-01      4.32e-04      4.84e-02    3.9e-06
 217300      9.71e-02      1.21e-04      4.37e-02    3.9e-06
 217400      1.16e-01      1.07e-04      5.24e-02    3.9e-06
 217500      7.77e-02      2.10e-04      3.48e-02    3.9e-06
 217600      4.73e-02      1.38e-03      2.10e-02    3.9e-06
 217700      9.59e-02      2.96e-04      4.29e-02    3.9e-06
 217800      1.10e-01      1.50e-04      4.95e-02    3.9e-06
 217900      8.68e-02      1.10e-05      3.91e-02    3.9e-06
 218000      1.00e-01      4.88e-04      4.51e-02    3.7e-06
 218100      8.79e-02      1.31e-04      4.04e-02    3.7e-06
 218200      8.89e-02      4.70e-04      4.00e-02    3.7e-06
 218300      1.01e-01      1.47e-04      4.62e-02    3.7e-06
 218400      9.99e-02      4.27e-04      4.53e-02    3.7e-06
 218500      9.74e-02      3.13e-04      4.45e-02    3.7e-06
 218600      9.56e-02      4.12e-04      4.33e-02    3.7e-06
 218700      8.59e-02      3.78e-04      3.89e-02    3.7e-06
 218800      1.07e-01      4.90e-04      4.83e-02    3.7e-06
 218900      1.05e-01      8.69e-05      4.81e-02    3.7e-06
 219000      9.92e-02      4.27e-04      4.50e-02    3.7e-06
 219100      8.48e-02      1.76e-04      3.89e-02    3.7e-06
 219200      9.10e-02      4.50e-04      4.10e-02    3.7e-06
 219300      8.40e-02      2.41e-04      3.84e-02    3.7e-06
 219400      7.90e-02      1.95e-04      3.62e-02    3.7e-06
 219500      9.62e-02      3.01e-04      4.39e-02    3.7e-06
 219600      9.66e-02      2.21e-04      4.43e-02    3.7e-06
 219700      8.35e-02      2.84e-04      3.81e-02    3.7e-06
 219800      9.51e-02      3.16e-04      4.34e-02    3.7e-06
 219900      8.69e-02      2.04e-04      3.98e-02    3.7e-06
 220000      9.59e-02      2.68e-04      4.47e-02    3.5e-06
 220100      9.48e-02      1.72e-04      4.43e-02    3.5e-06
 220200      8.86e-02      2.81e-04      4.12e-02    3.5e-06
 220300      6.20e-02      1.97e-03      2.85e-02    3.5e-06
 220400      9.55e-02      3.05e-04      4.45e-02    3.5e-06
 220500      9.09e-02      4.85e-04      4.17e-02    3.5e-06
 220600      8.79e-02      3.03e-04      4.09e-02    3.5e-06
 220700      7.81e-02      5.94e-05      3.66e-02    3.5e-06
 220800      8.99e-02      1.39e-04      4.21e-02    3.5e-06
 220900      9.65e-02      5.95e-04      4.39e-02    3.5e-06
 221000      9.42e-02      3.72e-04      4.36e-02    3.5e-06
 221100      9.61e-02      3.74e-04      4.46e-02    3.5e-06
 221200      8.98e-02      5.61e-04      4.08e-02    3.5e-06
 221300      1.06e-01      5.67e-04      4.89e-02    3.5e-06
 221400      8.90e-02      5.11e-04      4.07e-02    3.5e-06
 221500      8.61e-02      1.22e-04      4.03e-02    3.5e-06
 221600      9.48e-02      1.69e-04      4.44e-02    3.5e-06
 221700      9.95e-02      1.44e-04      4.66e-02    3.5e-06
 221800      9.37e-02      1.16e-04      4.39e-02    3.5e-06
 221900      9.34e-02      5.39e-04      4.27e-02    3.5e-06
 222000      9.54e-02      3.10e-04      4.53e-02    3.4e-06
 222100      9.03e-02      3.35e-04      4.28e-02    3.4e-06
 222200      5.84e-02      5.09e-04      2.79e-02    3.4e-06
 222300      1.20e-01      4.64e-04      5.65e-02    3.4e-06
 222400      1.08e-01      2.19e-04      5.17e-02    3.4e-06
 222500      9.35e-02      2.63e-04      4.45e-02    3.4e-06
 222600      1.80e-01      2.52e-03      8.60e-02    3.4e-06
 222700      9.22e-02      4.46e-04      4.33e-02    3.4e-06
 222800      8.97e-02      4.00e-04      4.25e-02    3.4e-06
 222900      8.69e-02      6.76e-04      4.03e-02    3.4e-06
 223000      8.69e-02      1.96e-04      4.14e-02    3.4e-06
 223100      1.06e-01      2.15e-04      5.05e-02    3.4e-06
 223200      9.97e-02      3.49e-04      4.72e-02    3.4e-06
 223300      8.42e-02      3.09e-04      3.99e-02    3.4e-06
 223400      1.02e-01      2.21e-04      4.85e-02    3.4e-06
 223500      7.58e-02      1.46e-04      3.62e-02    3.4e-06
 223600      5.53e-02      1.97e-03      2.58e-02    3.4e-06
 223700      9.24e-02      2.39e-04      4.41e-02    3.4e-06
 223800      1.02e-01      1.42e-04      4.89e-02    3.4e-06
 223900      9.09e-02      5.46e-04      4.23e-02    3.4e-06
 224000      8.04e-02      5.22e-04      3.79e-02    3.2e-06
 224100      8.19e-02      7.99e-05      3.99e-02    3.2e-06
 224200      7.45e-02      5.19e-04      3.55e-02    3.2e-06
 224300      8.89e-02      2.67e-04      4.31e-02    3.2e-06
 224400      8.58e-02      4.33e-04      4.11e-02    3.2e-06
 224500      8.81e-02      3.01e-04      4.26e-02    3.2e-06
 224600      8.60e-02      4.49e-04      4.11e-02    3.2e-06
 224700      7.86e-02      6.95e-04      3.68e-02    3.2e-06
 224800      8.26e-02      8.74e-05      4.03e-02    3.2e-06
 224900      7.22e-02      2.35e-04      3.49e-02    3.2e-06
 225000      1.01e-01      5.80e-04      4.81e-02    3.2e-06
 225100      9.24e-02      3.50e-04      4.46e-02    3.2e-06
 225200      9.42e-02      5.78e-04      4.46e-02    3.2e-06
 225300      9.52e-02      3.03e-04      4.61e-02    3.2e-06
 225400      9.73e-02      3.87e-04      4.69e-02    3.2e-06
 225500      9.21e-02      4.12e-04      4.43e-02    3.2e-06
 225600      8.10e-02      1.16e-04      3.95e-02    3.2e-06
 225700      7.89e-02      1.43e-04      3.84e-02    3.2e-06
 225800      8.54e-02      1.00e-03      3.87e-02    3.2e-06
 225900      8.75e-02      2.75e-04      4.24e-02    3.2e-06
 226000      9.20e-02      3.53e-04      4.53e-02    3.0e-06
 226100      8.71e-02      1.92e-04      4.32e-02    3.0e-06
 226200      1.03e-01      3.02e-04      5.11e-02    3.0e-06
 226300      9.20e-02      1.21e-04      4.57e-02    3.0e-06
 226400      9.49e-02      1.19e-04      4.72e-02    3.0e-06
 226500      7.48e-02      3.03e-04      3.67e-02    3.0e-06
 226600      8.15e-02      3.00e-04      4.01e-02    3.0e-06
 226700      9.25e-02      2.65e-04      4.58e-02    3.0e-06
 226800      3.88e-02      2.77e-03      1.72e-02    3.0e-06
 226900      8.25e-02      2.33e-04      4.08e-02    3.0e-06
 227000      8.80e-02      2.79e-04      4.35e-02    3.0e-06
 227100      9.54e-02      3.22e-04      4.71e-02    3.0e-06
 227200      9.55e-02      2.14e-04      4.74e-02    3.0e-06
 227300      8.31e-02      2.54e-04      4.11e-02    3.0e-06
 227400      9.23e-02      4.43e-04      4.51e-02    3.0e-06
 227500      9.12e-02      1.73e-04      4.52e-02    3.0e-06
 227600      8.19e-02      3.93e-04      4.00e-02    3.0e-06
 227700      7.94e-02      2.89e-04      3.93e-02    3.0e-06
 227800      9.12e-02      5.72e-04      4.40e-02    3.0e-06
 227900      7.45e-02      1.28e-04      3.70e-02    3.0e-06
 228000      8.43e-02      4.31e-04      4.22e-02    2.9e-06
 228100      7.48e-02      2.26e-04      3.78e-02    2.9e-06
 228200      9.40e-02      8.71e-05      4.76e-02    2.9e-06
 228300      8.60e-02      2.26e-04      4.34e-02    2.9e-06
 228400      7.81e-02      2.36e-04      3.94e-02    2.9e-06
 228500      8.33e-02      4.43e-04      4.13e-02    2.9e-06
 228600      7.20e-02      2.82e-04      3.61e-02    2.9e-06
 228700      8.76e-02      3.85e-04      4.38e-02    2.9e-06
 228800      9.44e-02      2.97e-04      4.75e-02    2.9e-06
 228900      8.23e-02      3.01e-04      4.13e-02    2.9e-06
 229000      7.63e-02      1.47e-04      3.86e-02    2.9e-06
 229100      8.28e-02      5.16e-04      4.12e-02    2.9e-06
 229200      8.40e-02      2.03e-04      4.24e-02    2.9e-06
 229300      7.22e-02      4.96e-04      3.53e-02    2.9e-06
 229400      8.77e-02      3.05e-04      4.41e-02    2.9e-06
 229500      8.54e-02      2.14e-04      4.31e-02    2.9e-06
